id,question,answer,category,task_type,evaluation_method
888,Which Solana-based protocols dominate the liquid staking market on that blockchain? Options: A) Jito Liquid Staking with $2.7 billion TVL B) Sanctum Validator LSTs with $1.6 billion TVL C) Binance Staked SOL with $1.4 billion TVL D) Jupiter Staked SOL with $785 million TVL,"A, B, C, D",dmind_defi,multiple_choice,rule_based
889,What is the key innovation of Morpho Blue in the lending protocol space? Options: A) Cross-chain lending with automated liquidations B) Modular lending infrastructure with customizable risk parameters C) AI-powered credit scoring for uncollateralized loans D) Zero-knowledge privacy for lending transactions,Modular lending infrastructure with customizable risk parameters,dmind_defi,multiple_choice,rule_based
890,Which perpetual futures protocol recently suffered a major exploit in July 2025? Options: A) dYdX with oracle manipulation B) GMX with reentrancy vulnerability C) Perpetual Protocol with flash loan attack D) Gains Network with price feed exploit,GMX with reentrancy vulnerability,dmind_defi,multiple_choice,rule_based
891,Select all mechanisms that Pendle Protocol uses for yield tokenization. Options: A) Splitting yield-bearing tokens into principal and yield components B) Creating fixed-rate markets for variable yield assets C) Enabling yield speculation through yield token trading D) Providing liquidity mining rewards for yield farmers,"A, B, C",dmind_defi,multiple_choice,rule_based
892,What is the primary risk associated with basis trading in DeFi derivatives? Options: A) Funding rate volatility affecting profit margins B) Liquidation risk during market volatility spikes C) Smart contract bugs in automated trading strategies D) Regulatory changes affecting derivative trading,Funding rate volatility affecting profit margins,dmind_defi,multiple_choice,rule_based
893,Which Layer 2 solution is Vertex Protocol transitioning to build new DeFi primitives? Options: A) Arbitrum One B) Optimism C) Ink Layer 2 D) Polygon zkEVM,Ink Layer 2,dmind_defi,multiple_choice,rule_based
894,What is the main advantage of Hyperliquid's native blockchain approach for perpetual trading? Options: A) Lower gas fees compared to Ethereum-based DEXs B) Built-in orderbook with on-chain matching engine C) Cross-chain compatibility with all major blockchains D) Automated market making with dynamic fee structures,Built-in orderbook with on-chain matching engine,dmind_defi,multiple_choice,rule_based
895,Select all features that distinguish Sui's DeFi ecosystem in 2025. Options: A) Move programming language for enhanced security B) Parallel transaction processing for higher throughput C) Native Bitcoin integration through tBTC D) Built-in MEV protection mechanisms,"A, B, C",dmind_defi,multiple_choice,rule_based
896,What is the significance of Unichain's launch for the DeFi ecosystem? Options: A) First DEX-native Layer 2 with optimized trading infrastructure B) Integration of MEV protection at the protocol level C) Cross-chain liquidity aggregation across all major chains D) Native support for institutional trading features,First DEX-native Layer 2 with optimized trading infrastructure,dmind_defi,multiple_choice,rule_based
897,Which security audit firms are leading smart contract security in 2025? Options: A) CertiK with AI-powered vulnerability detection B) OpenZeppelin with modular security frameworks C) Trail of Bits with formal verification methods D) ConsenSys Diligence with automated testing tools,"A, B",dmind_defi,multiple_choice,rule_based
898,What is the current market cap threshold that defines a protocol as 'large-cap' in DeFi? Options: A) $500 million B) $1 billion C) $2 billion D) $5 billion,$1 billion,dmind_defi,multiple_choice,rule_based
899,Which cross-chain bridge protocol has the highest TVL and is considered most secure in 2025? Options: A) Stargate Finance with LayerZero technology B) Multichain (formerly Anyswap) with multi-party computation C) Wormhole with guardian network validation D) Synapse Protocol with optimistic verification,Stargate Finance with LayerZero technology,dmind_defi,multiple_choice,rule_based
900,Select all innovations that Ethereum's Dencun upgrade brought to DeFi in 2024-2025. Options: A) Proto-danksharding reducing Layer 2 transaction costs B) Blob transactions for data availability improvements C) Enhanced smart contract execution efficiency D) Native account abstraction implementation,"A, B",dmind_defi,multiple_choice,rule_based
901,What is the primary mechanism behind Symbiotic's modular restaking approach? Options: A) Permissionless restaking with customizable slashing conditions B) Cross-chain validator sharing with economic security C) Automated yield optimization across multiple protocols D) Decentralized governance for restaking parameter adjustment,Permissionless restaking with customizable slashing conditions,dmind_defi,multiple_choice,rule_based
902,Which emerging trend is reshaping DeFi user experience in 2025? Options: A) Intent-based transaction execution B) Social recovery wallet mechanisms C) Gasless transaction through meta-transactions D) Biometric authentication for DeFi access,Intent-based transaction execution,dmind_defi,multiple_choice,rule_based
903,Select all factors that make a DeFi protocol 'institutional-grade' according to 2025 standards. Options: A) Comprehensive insurance coverage for all deposited assets B) Regulatory compliance with major financial jurisdictions C) Multi-signature governance with time-locked upgrades D) 24/7 institutional support and dedicated account management,"A, B, C",dmind_defi,multiple_choice,rule_based
904,"In the context of Real-World Asset (RWA) tokenization, which mechanism is primarily used by Ondo Finance to ensure regulatory compliance when tokenizing U.S. Treasury bonds? Options: A) Zero-knowledge proof verification of investor accreditation B) On-chain KYC/AML verification through decentralized identity protocols C) Permissioned smart contracts with whitelist-based access control D) Cross-chain atomic swaps with regulatory oracle integration",Permissioned smart contracts with whitelist-based access control,dmind_defi,multiple_choice,rule_based
905,Select every factor that contributes to the $16 trillion projected tokenized asset market by 2030 according to Boston Consulting Group's analysis. Options: A) Fractional ownership enabling micro-investments in high-value assets B) 24/7 trading capabilities bypassing traditional market hours C) Elimination of intermediary fees through direct peer-to-peer transactions D) Enhanced liquidity through programmable asset divisibility,"A, B, D",dmind_defi,multiple_choice,rule_based
906,Which technical standard is most commonly implemented for cross-border RWA tokenization to ensure legal enforceability across multiple jurisdictions? Options: A) ERC-1400 Security Token Standard with jurisdiction-specific metadata B) ERC-721 Non-Fungible Token Standard with legal document hashing C) ERC-20 Fungible Token Standard with regulatory compliance extensions D) ERC-1155 Multi-Token Standard with jurisdiction-agnostic properties,ERC-1400 Security Token Standard with jurisdiction-specific metadata,dmind_defi,multiple_choice,rule_based
907,"In Maple Finance's institutional lending model, what mechanism prevents borrower default while maintaining permissionless access? Options: A) Algorithmic credit scoring based on on-chain transaction history B) Pool delegate system with reputation-based risk assessment C) Collateral-free lending through social consensus mechanisms D) Insurance-backed lending through decentralized coverage protocols",Pool delegate system with reputation-based risk assessment,dmind_defi,multiple_choice,rule_based
908,Which challenges are specifically addressed by the current $12 billion on-chain RWA market growth? Select all that apply. Options: A) Illiquidity premiums in traditional real estate investments B) Geographic restrictions on cross-border asset ownership C) High minimum investment thresholds for institutional-grade assets D) Settlement delays in traditional securities trading,"A, B, C, D",dmind_defi,multiple_choice,rule_based
909,What is the primary technical limitation preventing widespread adoption of tokenized real estate in DeFi protocols? Options: A) Oracle price feeds for illiquid real estate markets B) Legal framework incompatibility with smart contract execution C) High gas costs for fractional ownership transfers D) Lack of standardized property valuation methodologies,Legal framework incompatibility with smart contract execution,dmind_defi,multiple_choice,rule_based
910,"In the context of RWA tokenization, which regulatory approach is being adopted by the European Central Bank for digital asset classification? Options: A) Technology-neutral regulation focusing on economic substance B) Blockchain-specific legislation with technical implementation requirements C) Sandbox-based regulatory experimentation with temporary exemptions D) Harmonized global standards through international regulatory coordination",Technology-neutral regulation focusing on economic substance,dmind_defi,multiple_choice,rule_based
911,Select every mechanism that Backed Finance utilizes when launching tokenized stocks on Solana-based DeFi protocols. Options: A) Custodial backing through regulated financial institutions B) Real-time price synchronization with traditional equity markets C) Dividend distribution through automated smart contract execution D) Regulatory compliance through jurisdiction-specific token standards,"A, B, C",dmind_defi,multiple_choice,rule_based
